species,model,gene1,gene2,type1,type2,pair_type,growth_wt,growth_KO_A,growth_KO_B,growth_KO_AB,growth_ratio_A,growth_ratio_B,growth_ratio_AB,fitness_A,fitness_B,fitness_AB,synergy_bliss,interaction
E. coli,iML1515,folA,NE_b2599,essential,non-essential,ess_ne,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,folA,NE_b4159,essential,non-essential,ess_ne,0.876997,0.0,0.876997,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folA,NE_b3526,essential,non-essential,ess_ne,0.876997,0.0,0.876997,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folA,NE_b1852,essential,non-essential,ess_ne,0.876997,0.0,0.873398,-0.0,0.0,0.995896,-0.0,1.0,0.004104,1.0,0.0,additive
E. coli,iML1515,folA,NE_b2528,essential,non-essential,ess_ne,0.876997,0.0,0.876995,-0.0,0.0,0.999998,-0.0,1.0,2e-06,1.0,0.0,additive
E. coli,iML1515,folA,NE_b3990,essential,non-essential,ess_ne,0.876997,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,folA,NE_b0261,essential,non-essential,ess_ne,0.876997,0.0,0.876997,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folA,NE_b2676,essential,non-essential,ess_ne,0.876997,0.0,0.876997,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,dxr,essential,essential,ess_ess,0.876997,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,folP,ispD,essential,essential,ess_ess,0.876997,-0.0,0.0,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,folP,lptD,essential,essential,ess_ess,0.876997,-0.0,0.0,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,folP,msbA,essential,essential,ess_ess,0.876997,-0.0,0.0,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b2129,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b1870,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b3625,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b2542,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b3034,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b2199,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b4013,essential,non-essential,ess_ne,0.876997,-0.0,0.0,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b2406,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b1200,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b0475,essential,non-essential,ess_ne,0.876997,-0.0,0.0,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b4290,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b1453,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b2091,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b2282,essential,non-essential,ess_ne,0.876997,-0.0,0.758643,0.0,-0.0,0.865046,0.0,1.0,0.134954,1.0,0.0,additive
E. coli,iML1515,folP,NE_b3588,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b1612,essential,non-essential,ess_ne,0.876997,-0.0,0.803164,0.0,-0.0,0.915811,0.0,1.0,0.084189,1.0,0.0,additive
E. coli,iML1515,folP,NE_b0430,essential,non-essential,ess_ne,0.876997,-0.0,0.777614,0.0,-0.0,0.886678,0.0,1.0,0.113322,1.0,0.0,additive
E. coli,iML1515,folP,NE_b3924,essential,non-essential,ess_ne,0.876997,-0.0,0.876909,0.0,-0.0,0.9999,0.0,1.0,0.0001,1.0,0.0,additive
E. coli,iML1515,folP,NE_b3733,essential,non-essential,ess_ne,0.876997,-0.0,0.284933,0.0,-0.0,0.324896,0.0,1.0,0.675104,1.0,0.0,additive
E. coli,iML1515,folP,NE_b1662,essential,non-essential,ess_ne,0.876997,-0.0,0.0,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b3578,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b2262,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b2599,essential,non-essential,ess_ne,0.876997,-0.0,0.0,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b4159,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b3526,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b1852,essential,non-essential,ess_ne,0.876997,-0.0,0.873398,0.0,-0.0,0.995896,0.0,1.0,0.004104,1.0,0.0,additive
E. coli,iML1515,folP,NE_b2528,essential,non-essential,ess_ne,0.876997,-0.0,0.876995,0.0,-0.0,0.999998,0.0,1.0,2e-06,1.0,0.0,additive
E. coli,iML1515,folP,NE_b3990,essential,non-essential,ess_ne,0.876997,-0.0,0.0,0.0,-0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b0261,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,folP,NE_b2676,essential,non-essential,ess_ne,0.876997,-0.0,0.876997,0.0,-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,ispD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,dxr,lptD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,dxr,msbA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b2129,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b1870,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b3625,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b2542,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b3034,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b2199,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b4013,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b2406,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b1200,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b0475,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b4290,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b1453,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b2091,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b2282,essential,non-essential,ess_ne,0.876997,0.0,0.758643,0.0,0.0,0.865046,0.0,1.0,0.134954,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b3588,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b1612,essential,non-essential,ess_ne,0.876997,0.0,0.803164,0.0,0.0,0.915811,0.0,1.0,0.084189,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b0430,essential,non-essential,ess_ne,0.876997,0.0,0.777614,0.0,0.0,0.886678,0.0,1.0,0.113322,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b3924,essential,non-essential,ess_ne,0.876997,0.0,0.876909,0.0,0.0,0.9999,0.0,1.0,0.0001,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b3733,essential,non-essential,ess_ne,0.876997,0.0,0.284933,0.0,0.0,0.324896,0.0,1.0,0.675104,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b1662,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b3578,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b2262,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b2599,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b4159,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b3526,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b1852,essential,non-essential,ess_ne,0.876997,0.0,0.873398,0.0,0.0,0.995896,0.0,1.0,0.004104,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b2528,essential,non-essential,ess_ne,0.876997,0.0,0.876995,0.0,0.0,0.999998,0.0,1.0,2e-06,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b3990,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b0261,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,dxr,NE_b2676,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,lptD,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,ispD,msbA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b2129,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b1870,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b3625,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b2542,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b3034,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b2199,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b4013,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b2406,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b1200,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b0475,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b4290,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b1453,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b2091,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b2282,essential,non-essential,ess_ne,0.876997,0.0,0.758643,0.0,0.0,0.865046,0.0,1.0,0.134954,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b3588,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b1612,essential,non-essential,ess_ne,0.876997,0.0,0.803164,0.0,0.0,0.915811,0.0,1.0,0.084189,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b0430,essential,non-essential,ess_ne,0.876997,0.0,0.777614,0.0,0.0,0.886678,0.0,1.0,0.113322,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b3924,essential,non-essential,ess_ne,0.876997,0.0,0.876909,0.0,0.0,0.9999,0.0,1.0,0.0001,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b3733,essential,non-essential,ess_ne,0.876997,0.0,0.284933,0.0,0.0,0.324896,0.0,1.0,0.675104,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b1662,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b3578,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b2262,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b2599,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b4159,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b3526,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b1852,essential,non-essential,ess_ne,0.876997,0.0,0.873398,0.0,0.0,0.995896,0.0,1.0,0.004104,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b2528,essential,non-essential,ess_ne,0.876997,0.0,0.876995,0.0,0.0,0.999998,0.0,1.0,2e-06,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b3990,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b0261,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,ispD,NE_b2676,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,msbA,essential,essential,ess_ess,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b2129,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b1870,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b3625,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b2542,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b3034,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b2199,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b4013,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b2406,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b1200,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b0475,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b4290,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b1453,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b2091,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b2282,essential,non-essential,ess_ne,0.876997,0.0,0.758643,0.0,0.0,0.865046,0.0,1.0,0.134954,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b3588,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b1612,essential,non-essential,ess_ne,0.876997,0.0,0.803164,0.0,0.0,0.915811,0.0,1.0,0.084189,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b0430,essential,non-essential,ess_ne,0.876997,0.0,0.777614,0.0,0.0,0.886678,0.0,1.0,0.113322,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b3924,essential,non-essential,ess_ne,0.876997,0.0,0.876909,0.0,0.0,0.9999,0.0,1.0,0.0001,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b3733,essential,non-essential,ess_ne,0.876997,0.0,0.284933,0.0,0.0,0.324896,0.0,1.0,0.675104,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b1662,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b3578,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b2262,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b2599,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b4159,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b3526,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b1852,essential,non-essential,ess_ne,0.876997,0.0,0.873398,0.0,0.0,0.995896,0.0,1.0,0.004104,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b2528,essential,non-essential,ess_ne,0.876997,0.0,0.876995,0.0,0.0,0.999998,0.0,1.0,2e-06,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b3990,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b0261,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,lptD,NE_b2676,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b2129,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b1870,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b3625,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b2542,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b3034,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b2199,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b4013,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b2406,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b1200,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b0475,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b4290,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b1453,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b2091,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b2282,essential,non-essential,ess_ne,0.876997,0.0,0.758643,0.0,0.0,0.865046,0.0,1.0,0.134954,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b3588,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b1612,essential,non-essential,ess_ne,0.876997,0.0,0.803164,0.0,0.0,0.915811,0.0,1.0,0.084189,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b0430,essential,non-essential,ess_ne,0.876997,0.0,0.777614,0.0,0.0,0.886678,0.0,1.0,0.113322,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b3924,essential,non-essential,ess_ne,0.876997,0.0,0.876909,0.0,0.0,0.9999,0.0,1.0,0.0001,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b3733,essential,non-essential,ess_ne,0.876997,0.0,0.284933,0.0,0.0,0.324896,0.0,1.0,0.675104,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b1662,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b3578,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b2262,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b2599,essential,non-essential,ess_ne,0.876997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b4159,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b3526,essential,non-essential,ess_ne,0.876997,0.0,0.876997,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
E. coli,iML1515,msbA,NE_b1852,essential,non-essential,ess_ne,0.876997,0.0,0.873398,0.0,0.0,0.995896,0.0,1.0,0.004104,1.0,0.0,additive
